session_id,seq,k_before,k_after,agent,mode,repo,file_path,content_chars,input_chars,max_earlier_read_chars,rewrite_ratio,output_usd_estimate,stratum_pick,stratum
1bd099b7-d304-4249-816c-e90453415d15,2378,10,5,claude_code,unknown,FSM1/cipher-box,packages/core/src/__tests__/vault-blob-vectors.test.ts,3131,3351,4615,0.6784398699891657,0.01956875,random,claude_code|unknown
ses_151d2b065ffehKdJFLZLT1zys3,141,10,5,opencode,unknown,cpolzer/wrkflw,apps/api-service/src/main/kotlin/dev/wrkflw/Application.kt,2869,3101,3050,0.9406557377049181,,random,opencode|unknown
ses_151d2b065ffehKdJFLZLT1zys3,148,10,5,opencode,unknown,cpolzer/wrkflw,apps/api-service/src/main/kotlin/dev/wrkflw/Application.kt,2869,3101,3050,0.9406557377049181,,random,opencode|unknown
019dc518-3305-79e0-800f-0dc68750364a-ad92dcd80882,1458,10,5,codex,unknown,entireio/cli-checkpoints,cmd/entire/cli/checkpoint/redaction_user_smoke_test.go,2823,2823,,,0.0211725,random,codex|unknown
019dc518-3305-79e0-800f-0dc68750364a-5447b697343c,1458,10,5,codex,human,entireio/cli-checkpoints,cmd/entire/cli/checkpoint/redaction_user_smoke_test.go,2823,2823,,,0.0211725,random,codex|human
680a01ce-f972-4576-aa74-f918dca79e91,723,10,5,claude_code,vibe,roo-oliv/monodreams,/Users/rodrigooliveira/.claude/plans/floofy-napping-sunrise.md,2765,2933,8661,0.31924720009236807,0.01728125,random,claude_code|vibe
019dc518-3305-79e0-800f-0dc68750364a-e71441316f87,1458,10,5,codex,unknown,entireio/cli-checkpoints,cmd/entire/cli/checkpoint/redaction_user_smoke_test.go,2740,2740,,,0.02055,random,codex|unknown
605cad09-0434-47c5-a80f-eaa9d079fa41,1446,10,5,claude_code,unknown,ainaive/agentcenter,docs/daily-log.md,2725,3926,,,0.01703125,random,claude_code|unknown
a8195759-16e2-4fdb-b3a2-1b6910718336,2589,10,5,claude_code,human,E2E-Solution/cli,cmd/entire/cli/hooks_file_edit.go,2719,3053,2833,0.9597599717613837,0.01699375,random,claude_code|human
f5bbbbab-b049-423c-b432-d5c155a5b347,1007,10,5,claude_code,unknown,frank-fs/frank,kitty-specs/001-semantic-resources-phase1/quickstart.md,2688,2935,3445,0.7802612481857765,0.0168,random,claude_code|unknown
94d64be2-ff70-405d-bb7e-812042b48f28,708,10,5,claude_code,human,armelhbobdad/bmad-module-skill-forge,src/skf-create-stack-skill/SKILL.md,2659,2828,352,7.5539772727272725,0.01661875,random,claude_code|human
ses_336b02c09ffexDKMUJJz8hJGZX,62,10,5,opencode,unknown,reflexdemon/resume-vpv,openspec/changes/json-to-html-build-transform/tasks.md,2657,2829,3049,0.87143325680551,,random,opencode|unknown
019e013e-7813-7990-aa0c-a11525329658,8461,10,5,codex,human,tristanmanchester/sifs,/Users/tristan/Projects/tomojax-autoresearch/tomojax/.agent/PLANS.md,2624,2624,,,0.01968,random,codex|human
d598ed9c-aa38-4d7d-815e-9ddbdf28ce95,495,10,5,claude_code,unknown,harusame-dev/formawork.ai,apps/web/features/auth/auth.ts,2584,2836,5597,0.46167589780239415,0.01615,random,claude_code|unknown
ses_151d2b065ffehKdJFLZLT1zys3,84,10,5,opencode,unknown,cpolzer/wrkflw,adapters/persistence-postgres/src/main/kotlin/dev/wrkflw/persistence/AuditLogPostgres.kt,2571,2808,,,,random,opencode|unknown
ses_151d2b065ffehKdJFLZLT1zys3,172,10,5,opencode,unknown,cpolzer/wrkflw,adapters/persistence-postgres/src/main/kotlin/dev/wrkflw/persistence/AuditLogPostgres.kt,2571,2808,,,,random,opencode|unknown
ses_151d2b065ffehKdJFLZLT1zys3,157,10,5,opencode,unknown,cpolzer/wrkflw,adapters/persistence-postgres/src/main/kotlin/dev/wrkflw/persistence/AuditLogPostgres.kt,2571,2808,,,,random,opencode|unknown
019d7d08-46c9-7f73-affe-4e6ca9852d56,3064,10,5,codex,human,entireio/git-sync,internal/syncertest/repo.go,2556,2556,,,0.009585,random,codex|human
ses_178885d42ffe8daG4lOcU4Vm8r,42,10,5,opencode,vibe,Coderx85/wave,src/index.css,2532,2760,,,,random,opencode|vibe
ses_151d2b065ffehKdJFLZLT1zys3,137,10,5,opencode,unknown,cpolzer/wrkflw,apps/api-service/src/main/kotlin/dev/wrkflw/Application.kt,2523,2749,3050,0.8272131147540983,,random,opencode|unknown
d82706b8-f537-4b1e-98fa-4bc434669314,313,10,5,claude_code,human,adrientaudiere/MiscMetabar,cran-comments.md,2522,2719,1446,1.744121715076072,0.0094575,random,claude_code|human
ea2354aa-cb38-4aec-83d3-d1021685c261,17,10,5,claude_code,human,404-NFYet/adelie-investment,frontend/src/components/layout/BottomNav.jsx,2515,2791,4170,0.6031175059952039,0.00943125,random,claude_code|human
ses_151d2b065ffehKdJFLZLT1zys3,130,10,5,opencode,unknown,cpolzer/wrkflw,apps/api-service/src/main/kotlin/dev/wrkflw/Application.kt,2492,2718,515,4.8388349514563105,,random,opencode|unknown
167f2196-40a9-414a-a517-07fa040fff66,741,10,5,claude_code,human,KhanShaheb34/profreach,app/api/gemini/email/route.ts,2422,2669,3080,0.7863636363636364,0.0151375,random,claude_code|human
fb8173a3-653a-4c78-b367-cf9e6c34922f-0a78c29c4a56,65,10,5,cursor,collab,jakobtfaber/dsa110-FLITS,/Users/jakobfaber/Developer/repos/github.com/jakobtfaber/dsa110-FLITS/analysis/scattering-refit-2026-06/citable_alpha_roster.json,2419,2876,,,,random,cursor|collab
019e8c4a-fce8-7c63-a3e9-08fd96884c12-e096ea147a34,85444,10,5,codex,unknown,evorto-app/app,helpers/testing/ci-start-docker-stack.sh,2389,2389,,,0.0179175,random,codex|unknown
0eedd33c-5107-4a93-80fe-c7030aed1c42,843,10,5,cursor,human,Toubat/arche,/Users/toubatbrian/Documents/GitHub/arche/packages/concurrency/src/scope.ts,2385,2573,,,,random,cursor|human
6ba200ff-f026-498c-b12d-b94ef255458f-0bf88dbfc3e5,843,10,5,cursor,human,Toubat/arche,/Users/toubatbrian/Documents/GitHub/arche/packages/concurrency/src/scope.ts,2385,2573,,,,random,cursor|human
9e4910ab-95a9-4a30-a85e-4677017bfaf0,328,10,5,claude_code,human,FSM1/cipher-box,packages/crypto/src/registry/encrypt.ts,2373,2541,2664,0.8907657657657657,0.01483125,random,claude_code|human
851da706-d87f-4a57-aa58-2d20610f4497,2027,10,5,claude_code,unknown,ta93abe/data-engineering-with-cloudflare,pipeline.py,2340,2615,3018,0.7753479125248509,0.014625,random,claude_code|unknown
ses_13b35c13effe30uRj2194KcdyF,802,10,5,opencode,vibe,Coderx85/wave,docker-compose.yaml,2307,2556,2133,1.0815752461322081,,random,opencode|vibe
3d4c9f88-1272-4781-8c98-c1f7cabfdd19,704,10,5,claude_code,unknown,entireio/cli-checkpoints,cmd/entire/cli/agent/codex/discovery.go,2305,2588,,,0.01440625,random,claude_code|unknown
6ba200ff-f026-498c-b12d-b94ef255458f-0bf88dbfc3e5,822,10,5,cursor,human,Toubat/arche,/Users/toubatbrian/Documents/GitHub/arche/packages/concurrency/src/future.ts,2246,2423,,,,random,cursor|human
0eedd33c-5107-4a93-80fe-c7030aed1c42,822,10,5,cursor,human,Toubat/arche,/Users/toubatbrian/Documents/GitHub/arche/packages/concurrency/src/future.ts,2246,2423,,,,random,cursor|human
eb35d8bf-ebc6-4c6c-8eb9-acfcee60f19c,1119,10,5,claude_code,human,fortuna/moltis,website/_worker.js,2227,2378,1726,1.2902665121668597,0.01391875,random,claude_code|human
ses_13b35c13effe30uRj2194KcdyF,922,10,5,opencode,vibe,Coderx85/wave,transfer-service/src/models/mod.rs,2222,2442,944,2.3538135593220337,,random,opencode|vibe
e27f921d-51c0-45da-963b-a3b9a76bffa7,123,10,5,claude_code,vibe,marcus-sa/brain,app/src/client/components/graph/RelationshipList.tsx,2220,2449,2427,0.9147095179233622,0.013875,random,claude_code|vibe
c710d4ee-f364-4c18-aa95-b82c094a2a34,141,10,5,claude_code,human,ainaive/agentcenter-nuxt,shared/db/schema/collection.ts,2142,2358,1192,1.7969798657718121,0.0133875,random,claude_code|human
167f2196-40a9-414a-a517-07fa040fff66,855,10,5,claude_code,human,KhanShaheb34/profreach,components/professor/professor-detail.tsx,2116,2379,3020,0.7006622516556291,0.013225,random,claude_code|human
2716a7a1-758b-40c0-9ba5-730f2397973f,1722,10,5,claude_code,vibe,pc035860/agent-tail,src/pick/fzf-helpers.ts,2083,2252,,,0.01301875,random,claude_code|vibe
3f097ff1-5bb6-4622-8cfe-35782dd270ba,12296,10,5,claude_code,unknown,pcastelo/lock_code_manager,custom_components/lock_code_manager/repairs.py,2083,2289,,,0.01301875,random,claude_code|unknown
ses_13b35c13effe30uRj2194KcdyF,99,10,5,opencode,vibe,Coderx85/wave,k8s/configmap.yaml,2075,2282,316,6.5664556962025316,,random,opencode|vibe
669b8342-19db-4be0-bbb0-b40dbcf4c031,133,10,5,claude_code,vibe,StepLogic/cos-project,README.md,1987,2128,269,7.386617100371748,0.01241875,random,claude_code|vibe
ses_151d2b065ffehKdJFLZLT1zys3,141,10,5,opencode,unknown,cpolzer/wrkflw,apps/worker-service/src/main/kotlin/dev/wrkflw/worker/Application.kt,1955,2157,,,,random,opencode|unknown
ses_151d2b065ffehKdJFLZLT1zys3,150,10,5,opencode,unknown,cpolzer/wrkflw,apps/worker-service/src/main/kotlin/dev/wrkflw/worker/Application.kt,1955,2157,,,,random,opencode|unknown
ses_178885d42ffe8daG4lOcU4Vm8r,333,10,5,opencode,vibe,Coderx85/wave,src/App.tsx,1920,2112,1452,1.322314049586777,,random,opencode|vibe
019e6b53-8102-7b63-9f99-ada943d65c63,258,10,5,codex,human,entireio/cli-checkpoints,cmd/entire/cli/checkpoint/committed_reader_resolve_test.go,1844,1844,,,0.01383,random,codex|human
103a94c7-40d8-413a-aef8-c6b19a19ce01,100,10,5,claude_code,vibe,hutusi/amytis,src/app/feed.xml/route.ts,1791,1966,2117,0.8460085025980161,0.00671625,random,claude_code|vibe
a22e27bd-7ce5-4bdb-b1b8-083a9eedbb19,3851,10,5,claude_code,vibe,scottdensmore/contactmanager,ContactManager/Support/SpotlightIndexer.swift,1780,1970,,,0.011125,random,claude_code|vibe
571d2100-2761-4560-8dec-ec60e08b09f6,369,10,5,claude_code,unknown,entireio/cli-checkpoints,/Users/alisha/.claude/plans/encapsulated-splashing-mochi.md,1755,1902,,,0.01096875,random,claude_code|unknown
d305a67d-f315-4d5b-9481-8b86594e1c44,573,10,5,cursor,collab,SnowingFox/ai-skills,/Users/bytedance/dev/ai-skills/apps/web/src/app/api/analytics/track/route.ts,1734,1900,,,,random,cursor|collab
019dc501-80a1-74a3-8366-beca50119213,890,10,5,codex,human,geroitscompiling/hackathon_Buena,src/mcp/server.ts,1704,1704,,,0.00639,random,codex|human
c4ea0e6d-7955-4a48-8604-dcc7aba6c9a5,1931,10,5,claude_code,human,ainaive/agentcenter-nuxt,app/composables/usePanoramaState.ts,1659,1856,,,0.01036875,random,claude_code|human
10542774-5ed9-46bc-bc15-29deec90c88e,718,10,5,claude_code,human,entireio/cli-checkpoints,cmd/entire/cli/agent/cursor/generate.go,1647,1978,947,1.7391763463569165,0.01029375,random,claude_code|human
2cc7fe3e-bf24-49a2-96cb-3b9179db8782,4406,10,5,claude_code,vibe,ta93abe/slides,src/index.js,1607,1769,470,3.4191489361702128,0.01004375,random,claude_code|vibe
167f2196-40a9-414a-a517-07fa040fff66,751,10,5,claude_code,human,KhanShaheb34/profreach,app/api/gemini/memory/route.ts,1569,1751,2120,0.7400943396226415,0.00980625,random,claude_code|human
ses_178885d42ffe8daG4lOcU4Vm8r,330,10,5,opencode,vibe,Coderx85/wave,src/lib/auth-client.ts,1529,1708,385,3.9714285714285715,,random,opencode|vibe
0eedd33c-5107-4a93-80fe-c7030aed1c42,495,10,5,cursor,human,Toubat/arche,/Users/toubatbrian/Documents/GitHub/arche/packages/concurrency/src/cancel.test.ts,1461,1634,,,,random,cursor|human
6ba200ff-f026-498c-b12d-b94ef255458f-0bf88dbfc3e5,495,10,5,cursor,human,Toubat/arche,/Users/toubatbrian/Documents/GitHub/arche/packages/concurrency/src/cancel.test.ts,1461,1634,,,,random,cursor|human
6ba200ff-f026-498c-b12d-b94ef255458f-255a36fac352,495,10,5,cursor,human,Toubat/arche,/Users/toubatbrian/Documents/GitHub/arche/packages/concurrency/src/cancel.test.ts,1461,1634,,,,random,cursor|human
31f69918-1324-4182-bd7e-63f6c031e965,743,10,5,claude_code,vibe,jpotter185/tallyo,src/components/GameCard/CompactGameCard.tsx,1428,1595,1521,0.9388560157790927,0.01785,random,claude_code|vibe
ses_151d2b065ffehKdJFLZLT1zys3,138,10,5,opencode,unknown,cpolzer/wrkflw,apps/worker-service/src/main/kotlin/dev/wrkflw/worker/Application.kt,1422,1613,,,,random,opencode|unknown
bd522b89-efe2-4c84-9179-69456ba55dac,905,10,5,claude_code,unknown,briney/autobio,.superpowers/sdd/progress.md,1397,1526,,,0.00873125,random,claude_code|unknown
ses_151d2b065ffehKdJFLZLT1zys3,130,10,5,opencode,unknown,cpolzer/wrkflw,apps/worker-service/src/main/kotlin/dev/wrkflw/worker/Application.kt,1365,1555,,,,random,opencode|unknown
019e6db7-a97a-7852-954d-feff812dcef2,343,10,5,codex,collab,socratesomiliadis/syntheci-shipping,apps/web/src/app/workspace/layout.tsx,1361,1361,,,0.0102075,random,codex|collab
ses_151d2b065ffehKdJFLZLT1zys3,68,10,5,opencode,unknown,cpolzer/wrkflw,apps/api-service/src/main/kotlin/dev/wrkflw/Application.kt,1361,1532,515,2.6427184466019416,,random,opencode|unknown
019e8c4a-fce8-7c63-a3e9-08fd96884c12-e096ea147a34,78087,10,5,codex,unknown,evorto-app/app,tests/setup/mcp-browser-authenticated.seed.ts,1336,1336,,,0.01002,random,codex|unknown
ses_151d2b065ffehKdJFLZLT1zys3,77,10,5,opencode,unknown,cpolzer/wrkflw,apps/api-service/src/main/kotlin/dev/wrkflw/Application.kt,1317,1486,515,2.557281553398058,,random,opencode|unknown
2582a0ca-bf45-41f2-851e-7c4484ebdcff,849,10,5,claude_code,unknown,briney/teddyMPNN,/home/briney/.claude/projects/-home-briney-git-teddympnn/memory/weight_compatibility.md,1317,1459,1165,1.130472103004292,0.00823125,random,claude_code|unknown
ses_151d2b065ffehKdJFLZLT1zys3,75,10,5,opencode,unknown,cpolzer/wrkflw,apps/api-service/src/main/kotlin/dev/wrkflw/Application.kt,1311,1480,515,2.545631067961165,,random,opencode|unknown
2f2152e4-6e52-4c96-9711-cd782a611c9b,553,10,5,claude_code,unknown,serg-alexv/rhea-project,docs/state.md,1233,1333,2536,0.486198738170347,0.00770625,random,claude_code|unknown
82ac47c3-a56d-48c9-a012-253c1bc89f3e,2043,10,5,claude_code,unknown,lightfastai/lightfast,apps/codex-sidebar-demo/src/main/locales/en.json,1219,1541,886,1.3758465011286682,0.00761875,random,claude_code|unknown
a11d35bb-73b1-40c6-bd3a-d768936ba671,50,10,5,cursor,human,SnowingFox/cli,/Users/bytedance/dev/entire/cli-cursor-fixes/cmd/entire/cli/hook_guard_test.go,1207,1393,,,,random,cursor|human
ses_151d2b065ffehKdJFLZLT1zys3,36,10,5,opencode,unknown,cpolzer/wrkflw,build-logic/build.gradle.kts,1105,1262,1279,0.8639562157935887,,random,opencode|unknown
650e3d03-6d37-4dc7-a13b-3c348a0fa703,87,10,5,claude_code,unknown,yonyon-web/sodateru-wiki,web-ui/src/routes/api/image-folders/[id]/+server.ts,1066,1263,1135,0.9392070484581497,0.0039975,random,claude_code|unknown
e27f921d-51c0-45da-963b-a3b9a76bffa7,337,10,5,claude_code,vibe,marcus-sa/brain,app/src/client/components/chat/SuggestionToolCard.tsx,1056,1243,1410,0.7489361702127659,0.0066,random,claude_code|vibe
851da706-d87f-4a57-aa58-2d20610f4497,2948,10,5,claude_code,unknown,ta93abe/data-engineering-with-cloudflare,src/index.ts,1051,1249,5774,0.18202286110148944,0.00656875,random,claude_code|unknown
b0f301c7-a7ad-4dbf-baf9-ca56ddf7de06,139,10,5,claude_code,human,feltroidprime/s2morrow,apps/demo/src/components/interactive/VerificationPlayground.tsx,1024,1206,1305,0.7846743295019157,0.0064,random,claude_code|human
ses_151d2b065ffehKdJFLZLT1zys3,30,10,5,opencode,unknown,cpolzer/wrkflw,build-logic/build.gradle.kts,997,1146,260,3.8346153846153848,,random,opencode|unknown
019f05ad-eea0-7202-a508-ec34d069a2d2-034729432f9d,6281,10,5,codex,human,entireio/cli-checkpoints,tmp/pfleidi-pr-feedback/pr-feedback-1541.md,987,987,,,0.0074025,random,codex|human
ses_151d2b065ffehKdJFLZLT1zys3,73,10,5,opencode,unknown,cpolzer/wrkflw,adapters/temporal/src/main/kotlin/dev/wrkflw/temporal/DocumentApprovalWorkflow.kt,932,1099,1531,0.6087524493794906,,random,opencode|unknown
ses_178885d42ffe8daG4lOcU4Vm8r,57,10,5,opencode,vibe,Coderx85/wave,index.ts,882,1006,1570,0.5617834394904458,,random,opencode|vibe
ses_178885d42ffe8daG4lOcU4Vm8r,315,10,5,opencode,vibe,Coderx85/wave,index.ts,844,973,1570,0.5375796178343949,,random,opencode|vibe
019edcc1-ea65-7431-89c5-c3bfe3140f75-7fd531c67276,3957,10,5,codex,collab,entireio/cli-checkpoints,tmp/pfleidi-pr-feedback/pr-feedback-1474.md,823,823,,,0.0061725,random,codex|collab
019e288c-d67b-7c81-90f9-793c4d9acc03,327,10,5,codex,human,entireio/cli-checkpoints,cmd/entire/cli/checkpoint/git_cli.go,821,821,,,0.0061575,random,codex|human
bcc98d22-df73-4393-be74-3f951c8a769e,806,10,5,claude_code,unknown,aunshx/watchtower,web/src/components/Footer.tsx,801,932,868,0.9228110599078341,0.00300375,random,claude_code|unknown
ses_178885d42ffe8daG4lOcU4Vm8r,43,10,5,opencode,vibe,Coderx85/wave,src/App.css,799,921,,,,random,opencode|vibe
ses_178885d42ffe8daG4lOcU4Vm8r,540,10,5,opencode,vibe,Coderx85/wave,/home/coderx85/Projects/Work/.GITHUB/wave/client/package.json,778,981,,,,random,opencode|vibe
0eedd33c-5107-4a93-80fe-c7030aed1c42,125,10,5,cursor,human,Toubat/arche,/Users/toubatbrian/Documents/GitHub/arche/apps/durable-objects/src/index.ts,770,909,,,,random,cursor|human
6ba200ff-f026-498c-b12d-b94ef255458f-255a36fac352,125,10,5,cursor,human,Toubat/arche,/Users/toubatbrian/Documents/GitHub/arche/apps/durable-objects/src/index.ts,770,909,,,,random,cursor|human
6ba200ff-f026-498c-b12d-b94ef255458f-0bf88dbfc3e5,125,10,5,cursor,human,Toubat/arche,/Users/toubatbrian/Documents/GitHub/arche/apps/durable-objects/src/index.ts,770,909,,,,random,cursor|human
6ba200ff-f026-498c-b12d-b94ef255458f-059ac1769bfc,125,10,5,cursor,collab,Toubat/arche,/Users/toubatbrian/Documents/GitHub/arche/apps/durable-objects/src/index.ts,770,909,,,,random,cursor|collab
019db132-320b-7332-a5bb-b8938c19e2b4,127,10,5,codex,unknown,JustinBeaudry/kb,hooks/session-summary,763,763,,,0.00286125,random,codex|unknown
33dc6cdd-e1df-4330-8d95-9a10ca56ff0f,2343,10,5,claude_code,unknown,rolopez23/vanilla-rebuild,frontend/app/page.tsx,762,882,823,0.9258809234507898,0.0028575,random,claude_code|unknown
851da706-d87f-4a57-aa58-2d20610f4497,4041,10,5,claude_code,unknown,ta93abe/data-engineering-with-cloudflare,.github/workflows/dbt-ci-r2.yml,755,933,829,0.9107358262967431,0.00471875,random,claude_code|unknown
ses_13b35c13effe30uRj2194KcdyF,53,10,5,opencode,vibe,Coderx85/wave,src/routes/api/sample/index.spec.ts,751,926,1228,0.6115635179153095,,random,opencode|vibe
ses_13b35c13effe30uRj2194KcdyF,431,10,5,opencode,vibe,Coderx85/wave,src/lib/tigerbeetle/client.ts,720,878,610,1.180327868852459,,random,opencode|vibe
ses_151d2b065ffehKdJFLZLT1zys3,44,10,5,opencode,unknown,cpolzer/wrkflw,build-logic/src/main/kotlin/ktor-app.gradle.kts,705,853,,,,random,opencode|unknown
ses_178885d42ffe8daG4lOcU4Vm8r,223,10,5,opencode,vibe,Coderx85/wave,src/App.tsx,692,818,813,0.8511685116851169,,random,opencode|vibe
34d3b2b5-0a7e-421c-ab83-b5409070798a,79,10,5,claude_code,human,Tiryoh/entireio-local-viewer,CLAUDE.md,689,1329,,,0.00430625,random,claude_code|human
81337ef4-3e4c-4b90-96b4-35982b06e236,1357,10,5,claude_code,vibe,TheurgicDuke771/DataQ,src/components/Forbidden.tsx,684,806,803,0.8518057285180572,0.004275,random,claude_code|vibe
0eedd33c-5107-4a93-80fe-c7030aed1c42,126,10,5,cursor,human,Toubat/arche,/Users/toubatbrian/Documents/GitHub/arche/apps/durable-objects/wrangler.jsonc,648,846,,,,random,cursor|human
6ba200ff-f026-498c-b12d-b94ef255458f-255a36fac352,126,10,5,cursor,human,Toubat/arche,/Users/toubatbrian/Documents/GitHub/arche/apps/durable-objects/wrangler.jsonc,648,846,,,,random,cursor|human
6ba200ff-f026-498c-b12d-b94ef255458f-0bf88dbfc3e5,126,10,5,cursor,human,Toubat/arche,/Users/toubatbrian/Documents/GitHub/arche/apps/durable-objects/wrangler.jsonc,648,846,,,,random,cursor|human
6ba200ff-f026-498c-b12d-b94ef255458f-059ac1769bfc,126,10,5,cursor,collab,Toubat/arche,/Users/toubatbrian/Documents/GitHub/arche/apps/durable-objects/wrangler.jsonc,648,846,,,,random,cursor|collab
6ba200ff-f026-498c-b12d-b94ef255458f-85ecbc8a50f8,126,10,5,cursor,collab,Toubat/arche,/Users/toubatbrian/Documents/GitHub/arche/apps/durable-objects/wrangler.jsonc,648,846,,,,random,cursor|collab
5a687021-33fa-44b9-a314-cd84cf5d20bb,191,10,5,claude_code,unknown,ainaive/agentcenter-nuxt,app/components/filters/FilterBar.vue,641,798,809,0.792336217552534,0.00400625,random,claude_code|unknown
ses_178885d42ffe8daG4lOcU4Vm8r,39,10,5,opencode,vibe,Coderx85/wave,index.html,629,761,,,,random,opencode|vibe
b4b45be7-3c1f-4d1a-8109-1e20af582e41,217,10,5,claude_code,vibe,E2E-Solution/cli,mise-tasks/test/e2e/_default,608,741,750,0.8106666666666666,0.0038,random,claude_code|vibe
ses_151d2b065ffehKdJFLZLT1zys3,39,10,5,opencode,unknown,cpolzer/wrkflw,build-logic/src/main/kotlin/ktor-app.gradle.kts,606,738,,,,random,opencode|unknown
019df593-df56-7f01-9232-d963a5b545ef,4699,10,5,codex,unknown,fogodev/ars-ui,crates/ars-e2e/src/lib.rs,604,604,,,0.00453,random,codex|unknown
ses_151d2b065ffehKdJFLZLT1zys3,44,10,5,opencode,unknown,cpolzer/wrkflw,build-logic/src/main/kotlin/testing.gradle.kts,601,742,,,,random,opencode|unknown
ses_336b02c09ffexDKMUJJz8hJGZX,115,10,5,opencode,unknown,reflexdemon/resume-vpv,openspec/changes/publish-to-gh-pages/tasks.md,601,725,765,0.7856209150326797,,random,opencode|unknown
0eedd33c-5107-4a93-80fe-c7030aed1c42,497,10,5,cursor,human,Toubat/arche,/Users/toubatbrian/Documents/GitHub/arche/packages/concurrency/src/sleep.ts,598,727,,,,random,cursor|human
6ba200ff-f026-498c-b12d-b94ef255458f-255a36fac352,497,10,5,cursor,human,Toubat/arche,/Users/toubatbrian/Documents/GitHub/arche/packages/concurrency/src/sleep.ts,598,727,,,,random,cursor|human
6ba200ff-f026-498c-b12d-b94ef255458f-0bf88dbfc3e5,497,10,5,cursor,human,Toubat/arche,/Users/toubatbrian/Documents/GitHub/arche/packages/concurrency/src/sleep.ts,598,727,,,,random,cursor|human
ses_178885d42ffe8daG4lOcU4Vm8r,110,10,5,opencode,vibe,Coderx85/wave,src/App.tsx,570,702,420,1.3571428571428572,,random,opencode|vibe
ses_10a768004ffeHAmBUOMS9czhcG,224,10,5,opencode,vibe,Coderx85/wave,server/src/modules/database/supabase/migrations/20260628184218_hesitant_lionheart/migration.sql,538,744,1814,0.2965821389195149,,random,opencode|vibe
ses_178885d42ffe8daG4lOcU4Vm8r,45,10,5,opencode,vibe,Coderx85/wave,package.json,522,694,547,0.9542961608775137,,random,opencode|vibe
019dacfd-b948-7400-bfdf-9ec1d17d5b7d,12276,10,5,codex,human,AI-Stats/AI-Stats,E:/ai-stats-public/apps/api/src/pipeline/invoicing/daily.ts,509,509,,,0.0017815,random,codex|human
ses_336b02c09ffexDKMUJJz8hJGZX,166,10,5,opencode,unknown,reflexdemon/resume-vpv,openspec/changes/add-google-analytics/tasks.md,506,627,718,0.7047353760445683,,random,opencode|unknown
ses_151d2b065ffehKdJFLZLT1zys3,39,10,5,opencode,unknown,cpolzer/wrkflw,build-logic/src/main/kotlin/testing.gradle.kts,492,621,,,,random,opencode|unknown
ses_10a768004ffeHAmBUOMS9czhcG,135,10,5,opencode,vibe,Coderx85/wave,server/src/routes/api/performance/definition.ts,473,622,467,1.0128479657387581,,random,opencode|vibe
ses_178885d42ffe8daG4lOcU4Vm8r,466,10,5,opencode,vibe,Coderx85/wave,/home/coderx85/Projects/Work/.GITHUB/wave/server/test-db.ts,470,592,,,,random,opencode|vibe
ses_151d2b065ffehKdJFLZLT1zys3,48,10,5,opencode,unknown,cpolzer/wrkflw,settings.gradle.kts,469,582,462,1.0151515151515151,,random,opencode|unknown
6c9704c1-c956-462e-bad8-6426135f5e20,179,10,5,claude_code,human,sintezcs/jetcodesync,README.md,436,537,2682,0.16256524981357195,0.002725,random,claude_code|human
019da55f-d212-7602-bbd6-2dc18eada5ee,565,10,5,codex,human,AI-Stats/AI-Stats,E:\ai-stats-public\apps\web\src\components\(data)\models\Models\ModelsPageSkeleton.tsx,418,418,,,0.001463,random,codex|human
6ba200ff-f026-498c-b12d-b94ef255458f-0bf88dbfc3e5,484,10,5,cursor,human,Toubat/arche,/Users/toubatbrian/Documents/GitHub/arche/packages/concurrency/src/index.ts,405,522,,,,random,cursor|human
0eedd33c-5107-4a93-80fe-c7030aed1c42,484,10,5,cursor,human,Toubat/arche,/Users/toubatbrian/Documents/GitHub/arche/packages/concurrency/src/index.ts,405,522,,,,random,cursor|human
6ba200ff-f026-498c-b12d-b94ef255458f-255a36fac352,484,10,5,cursor,human,Toubat/arche,/Users/toubatbrian/Documents/GitHub/arche/packages/concurrency/src/index.ts,405,522,,,,random,cursor|human
fb93c4d8-9548-4a4c-97e6-364245c50453,1398,10,5,claude_code,human,entireio/cli-checkpoints,/tmp/opf_adapter_probe.go,400,512,,,0.0025,random,claude_code|human
ses_151d2b065ffehKdJFLZLT1zys3,42,10,5,opencode,unknown,cpolzer/wrkflw,build-logic/build.gradle.kts,399,508,1279,0.31196247068021893,,random,opencode|unknown
ses_178885d42ffe8daG4lOcU4Vm8r,541,10,5,opencode,vibe,Coderx85/wave,/home/coderx85/Projects/Work/.GITHUB/wave/client/index.ts,393,503,,,,random,opencode|vibe
019d7a87-9d1d-7021-abb1-7221e341ea94,330,10,5,codex,human,dayhaysoos/nimbus,packages/report-ui/src/components/PolicyPage.tsx,388,388,,,0.001358,random,codex|human
f96b8728-bb6c-4f4a-917e-5cf2021349f4,971,10,5,claude_code,unknown,BIDEquity/outbid-dirigent,.github/workflows/commitlint.yml,376,492,,,0.00235,random,claude_code|unknown
13449216-cf75-4462-8d83-7be1866b7fa4,125,10,5,claude_code,vibe,ngngardner/readaloud,rules/typescript/no-as-cast.yml,365,467,,,0.00228125,random,claude_code|vibe
6ba200ff-f026-498c-b12d-b94ef255458f-255a36fac352,177,10,5,cursor,human,Toubat/arche,/Users/toubatbrian/Documents/GitHub/arche/apps/durable-objects/src/env.ts,358,472,,,,random,cursor|human
